GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
EIF3K	HsaALTD0002167-2/2	chr19:39116675-39116902	160	chr19:39116675-39116742+39116902,39123070	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
EIF3K	HsaALTD0002168-1/3	chr19:39123070-39123103	0	chr19:39123070-39123103+39123134+39123136,39123241	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
EIF3K	HsaALTD0002168-2/3	chr19:39123070-39123134	31	chr19:39123070-39123103+39123134+39123136,39123241	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
EIF3K	HsaALTD0002168-3/3	chr19:39123070-39123136	33	chr19:39123070-39123103+39123134+39123136,39123241	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SNX18	HsaALTD0006122-1/2	chr5:-53815403	0	chr5:-53815403+53815556,53839009	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
SNX18	HsaALTD0006122-2/2	chr5:-53815556	153	chr5:-53815403+53815556,53839009	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
TMEM107	HsaALTD0006587-1/2	chr17:8077859-8077934	0	chr17:8077859+8077838-8077934,8077590	Alt5	0.00	Fail	50.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
TMEM107	HsaALTD0006587-2/2	chr17:8077838-8077934	21	chr17:8077859+8077838-8077934,8077590	Alt5	100.00	Fail	50.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
EXOC3L	HsaALTD0002331-1/2	chr16:67222807-67222843	0	chr16:67222807+67222624-67222843,67221740	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
EXOC3L	HsaALTD0002331-2/2	chr16:67222624-67222843	183	chr16:67222807+67222624-67222843,67221740	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C12orf42	HsaALTD0000810-1/2	chr12:103889680-	0	chr12:103889680+103889545-,103872225	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C12orf42	HsaALTD0000810-2/2	chr12:103889545-	135	chr12:103889680+103889545-,103872225	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CYC1	HsaALTD0001766-1/2	chr8:145151046-145151057	0	chr8:145151046-145151057+145151153,145151240	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
CYC1	HsaALTD0001766-2/2	chr8:145151046-145151153	96	chr8:145151046-145151057+145151153,145151240	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
PER1	HsaALTD0004668-1/2	chr17:8052051-8052099	0	chr17:8052051+8051962-8052099,8051577	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
PER1	HsaALTD0004668-2/2	chr17:8051962-8052099	89	chr17:8052051+8051962-8052099,8051577	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
FARSA	HsaALTD0002477-1/2	chr19:13039387-13039411	0	chr19:13039387+13039349-13039411,13039271	Alt5	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
FARSA	HsaALTD0002477-2/2	chr19:13039349-13039411	38	chr19:13039387+13039349-13039411,13039271	Alt5	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
SAMD4B	HsaALTD0005653-1/2	chr19:39842460-39842590	0	chr19:39842460-39842590+39843014,39844646	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
SAMD4B	HsaALTD0005653-2/2	chr19:39842460-39843014	424	chr19:39842460-39842590+39843014,39844646	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
ZNF664	HsaALTD0007491-1/2	chr12:-124457850	0	chr12:-124457850+124457899,124458433	Alt5	25.00	Pass	44.12	Pass	43.48	Fail	0.00	Fail	18.18	Fail	19.44	Pass
ZNF664	HsaALTD0007491-2/2	chr12:-124457899	49	chr12:-124457850+124457899,124458433	Alt5	75.00	Pass	55.88	Pass	56.52	Fail	100.00	Fail	81.82	Fail	80.56	Pass
MAGED1	HsaALTD0003717-1/2	chrX:51595205-51595445	0	chrX:51595205-51595445+51595450,51637365	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MAGED1	HsaALTD0003717-2/2	chrX:51595205-51595450	5	chrX:51595205-51595445+51595450,51637365	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RAD23A	HsaALTD0005255-1/2	chr19:13060092-13060147	0	chr19:13060092-13060147+13060222,13063503	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RAD23A	HsaALTD0005255-2/2	chr19:13060092-13060222	75	chr19:13060092-13060147+13060222,13063503	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
FAM156B	HsaALTD0002397-1/2	chrX:52927602-52927752	0	chrX:52927602-52927752+52927894,52928494	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FAM156B	HsaALTD0002397-2/2	chrX:52927602-52927894	142	chrX:52927602-52927752+52927894,52928494	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PACS2	HsaALTD0004546-1/2	chr14:105848251-105848383	0	chr14:105848251-105848383+105848395,105848814	Alt5	80.84	Fail	88.24	Fail	55.56	Fail	100.00	Pass	100.00	Pass	63.83	Pass
PACS2	HsaALTD0004546-2/2	chr14:105848251-105848395	12	chr14:105848251-105848383+105848395,105848814	Alt5	19.16	Fail	11.76	Fail	44.44	Fail	0.00	Pass	0.00	Pass	36.17	Pass
PACS2	HsaALTD0004547-1/2	chr14:105834796-105834852	0	chr14:105834796-105834852+105834876,105836178	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	18.92	Pass
PACS2	HsaALTD0004547-2/2	chr14:105834796-105834876	24	chr14:105834796-105834852+105834876,105836178	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	81.08	Pass
SHARPIN	HsaALTD0005888-1/2	chr8:145154452-145154514	0	chr8:145154452+145154413-145154514,145154333	Alt5	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail
SHARPIN	HsaALTD0005888-2/2	chr8:145154413-145154514	39	chr8:145154452+145154413-145154514,145154333	Alt5	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail
ALOX15B	HsaALTD0000277-1/2	chr17:7950225-7950381	0	chr17:7950225-7950381+7950394,7950576	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ALOX15B	HsaALTD0000277-2/2	chr17:7950225-7950394	13	chr17:7950225-7950381+7950394,7950576	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GRM8	HsaALTD0002901-1/2	chr7:126086180-126086426	0	chr7:126086180+126086125-126086426,126079222	Alt5	78.95	Fail	75.00	Pass	82.35	Fail	39.24	Pass	100.00	Pass	79.41	Pass
GRM8	HsaALTD0002901-2/2	chr7:126086125-126086426	55	chr7:126086180+126086125-126086426,126079222	Alt5	21.05	Fail	25.00	Pass	17.65	Fail	60.76	Pass	0.00	Pass	20.59	Pass
C13orf31	HsaALTD0000814-1/2	chr13:44454052-44454117	0	chr13:44454052-44454117+44454255,44455088	Alt5	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
C13orf31	HsaALTD0000814-2/2	chr13:44454052-44454255	138	chr13:44454052-44454117+44454255,44455088	Alt5	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
CDH5	HsaALTD0001311-1/2	chr16:66402583-66402644	0	chr16:66402583-66402644+66402655,66413222	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CDH5	HsaALTD0001311-2/2	chr16:66402583-66402655	11	chr16:66402583-66402644+66402655,66413222	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CDH5	HsaALTD0001312-1/2	chr16:66426039-66426143	0	chr16:66426039-66426143+66426286,66429962	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
CDH5	HsaALTD0001312-2/2	chr16:66426039-66426286	143	chr16:66426039-66426143+66426286,66429962	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
ABCA13	HsaALTD0000019-1/2	chr7:48547468-48547552	0	chr7:48547468-48547552+48547645,48550680	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ABCA13	HsaALTD0000019-2/2	chr7:48547468-48547645	93	chr7:48547468-48547552+48547645,48550680	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ABCA13	HsaALTD0000020-1/2	chr7:48273615-48273748	0	chr7:48273615-48273748+48273824,48278838	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ABCA13	HsaALTD0000020-2/2	chr7:48273615-48273824	76	chr7:48273615-48273748+48273824,48278838	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
R3HDM2	HsaALTD0005217-1/2	chr12:57663633-57663773	0	chr12:57663633+57663535-57663773,57663232	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
R3HDM2	HsaALTD0005217-2/2	chr12:57663535-57663773	98	chr12:57663633+57663535-57663773,57663232	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
NRXN1	HsaALTD0004396-1/2	chr2:50170851-50170929	0	chr2:50170851+50170842-50170929,50149389	Alt5	59.91	Pass	61.10	Pass	54.84	Pass	52.94	Pass	62.88	Pass	54.10	Pass
NRXN1	HsaALTD0004396-2/2	chr2:50170842-50170929	9	chr2:50170851+50170842-50170929,50149389	Alt5	40.09	Pass	38.90	Pass	45.16	Pass	47.06	Pass	37.12	Pass	45.90	Pass
NRXN1	HsaALTD0004397-1/2	chr2:50848364-50848387	0	chr2:50848364+50848343-50848387,50847321	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NRXN1	HsaALTD0004397-2/2	chr2:50848343-50848387	21	chr2:50848364+50848343-50848387,50847321	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PSTK	HsaALTD0005129-1/2	chr10:124742936-124742986	0	chr10:124742936-124742986+124743030,124745816	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
PSTK	HsaALTD0005129-2/2	chr10:124742936-124743030	44	chr10:124742936-124742986+124743030,124745816	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
ZNF48	HsaALTD0007452-1/2	chr16:-30406899	0	chr16:-30406899+30407194,30408651	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNF48	HsaALTD0007452-2/2	chr16:-30407194	295	chr16:-30406899+30407194,30408651	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
EXOC3	HsaALTD0002330-1/2	chr5:462272-462422	0	chr5:462272-462422+462644,464405	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
EXOC3	HsaALTD0002330-2/2	chr5:462272-462644	222	chr5:462272-462422+462644,464405	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
TH	HsaALTD0006492-1/2	chr11:2192927-	0	chr11:2192927+2192915-,2191101	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TH	HsaALTD0006492-2/2	chr11:2192915-	12	chr11:2192927+2192915-,2191101	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RCC1	HsaALTD0005343-1/2	chr1:28835342-28835413	0	chr1:28835342-28835413+28835417,28843237	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail
RCC1	HsaALTD0005343-2/2	chr1:28835342-28835417	4	chr1:28835342-28835413+28835417,28843237	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail
RCC1	HsaALTD0005344-1/2	chr1:28843237-28843365	0	chr1:28843237-28843365+28843379,28856370	Alt5	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Fail	0.00	Fail
RCC1	HsaALTD0005344-2/2	chr1:28843237-28843379	14	chr1:28843237-28843365+28843379,28856370	Alt5	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Fail	100.00	Fail
F2	HsaALTD0002345-1/2	chr11:-46740864	0	chr11:-46740864+46740965,46741252	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
F2	HsaALTD0002345-2/2	chr11:-46740965	101	chr11:-46740864+46740965,46741252	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRKRA	HsaALTD0005057-1/2	chr2:179312232-179312313	0	chr2:179312232+179312183-179312313,179309227	Alt5	98.25	Pass	99.25	Pass	98.76	Pass	95.10	Pass	98.31	Pass	100.00	Pass
PRKRA	HsaALTD0005057-2/2	chr2:179312183-179312313	49	chr2:179312232+179312183-179312313,179309227	Alt5	1.75	Pass	0.75	Pass	1.24	Pass	4.90	Pass	1.69	Pass	0.00	Pass
PLD5	HsaALTD0004827-1/2	chr1:242511408-242511450	0	chr1:242511408+242511401-242511450,242451832	Alt5	50.00	Fail	NA	Fail	100.00	Fail	100.00	Fail	100.00	Fail	84.21	Fail
PLD5	HsaALTD0004827-2/2	chr1:242511401-242511450	7	chr1:242511408+242511401-242511450,242451832	Alt5	50.00	Fail	NA	Fail	0.00	Fail	0.00	Fail	0.00	Fail	15.79	Fail
C17orf104	HsaALTD0000852-1/2	chr17:-42733987	0	chr17:-42733987+42734050,42734495	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail
C17orf104	HsaALTD0000852-2/2	chr17:-42734050	63	chr17:-42733987+42734050,42734495	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Fail
HCLS1	HsaALTD0002974-1/2	chr3:121376126-121376199	0	chr3:121376126+121376049-121376199,121366295	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HCLS1	HsaALTD0002974-2/2	chr3:121376049-121376199	77	chr3:121376126+121376049-121376199,121366295	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CCDC66	HsaALTD0001213-1/2	chr3:-56591262	0	chr3:-56591262+56591281,56592874	Alt5	0.78	Pass	7.98	Pass	1.41	Pass	0.00	Pass	37.50	Fail	5.56	Fail
CCDC66	HsaALTD0001213-2/2	chr3:-56591281	19	chr3:-56591262+56591281,56592874	Alt5	99.22	Pass	92.02	Pass	98.59	Pass	100.00	Pass	62.50	Fail	94.44	Fail
CCDC66	HsaALTD0001214-1/2	chr3:56600689-56600768	0	chr3:56600689-56600768+56600787,56600978	Alt5	4.65	Pass	3.45	Pass	2.02	Pass	0.00	Pass	2.67	Pass	48.33	Pass
CCDC66	HsaALTD0001214-2/2	chr3:56600689-56600787	19	chr3:56600689-56600768+56600787,56600978	Alt5	95.35	Pass	96.55	Pass	97.98	Pass	100.00	Pass	97.33	Pass	51.67	Pass
MCFD2	HsaALTD0003819-1/2	chr2:47142862-47142919	0	chr2:47142862+47142799-47142919,47132733	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
MCFD2	HsaALTD0003819-2/2	chr2:47142799-47142919	63	chr2:47142862+47142799-47142919,47132733	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
FAM73A	HsaALTD0002457-1/2	chr1:78248928-78248952	0	chr1:78248928-78248952+78249036,78267016	Alt5	0.00	Pass	0.00	Pass	1.49	Pass	0.00	Pass	0.00	Pass	0.00	Pass
FAM73A	HsaALTD0002457-2/2	chr1:78248928-78249036	84	chr1:78248928-78248952+78249036,78267016	Alt5	100.00	Pass	100.00	Pass	98.51	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SLC47A2	HsaALTD0006029-1/2	chr17:19606405-19606480	0	chr17:19606405+19606401-19606480,19605987	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SLC47A2	HsaALTD0006029-2/2	chr17:19606401-19606480	4	chr17:19606405+19606401-19606480,19605987	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SLC36A4	HsaALTD0006005-1/2	chr11:92887287-92887366	0	chr11:92887287+92887274-92887366,92882010	Alt5	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
SLC36A4	HsaALTD0006005-2/2	chr11:92887274-92887366	13	chr11:92887287+92887274-92887366,92882010	Alt5	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
SSR4	HsaALTD0006228-1/2	chrX:153063180-153063227	0	chrX:153063180-153063227+153063269,153063526	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
SSR4	HsaALTD0006228-2/2	chrX:153063180-153063269	42	chrX:153063180-153063227+153063269,153063526	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
CAPS2	HsaALTD0001153-1/2	chr12:75710092-75710214	0	chr12:75710092+75710064-75710214,75706695	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CAPS2	HsaALTD0001153-2/2	chr12:75710064-75710214	28	chr12:75710092+75710064-75710214,75706695	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SCRIB	HsaALTD0005704-1/3	chr8:144874963-144875015	0	chr8:144874963+144874918+144874878-144875015,144874805	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
SCRIB	HsaALTD0005704-2/3	chr8:144874918-144875015	45	chr8:144874963+144874918+144874878-144875015,144874805	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
SCRIB	HsaALTD0005704-3/3	chr8:144874878-144875015	85	chr8:144874963+144874918+144874878-144875015,144874805	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
D2HGDH	HsaALTD0001786-1/2	chr2:242690663-242690803	0	chr2:242690663-242690803+242690825,242695264	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
D2HGDH	HsaALTD0001786-2/2	chr2:242690663-242690825	22	chr2:242690663-242690803+242690825,242695264	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
OXTR	HsaALTD0004521-1/2	chr3:8810940-	0	chr3:8810940+8810917-,8810277	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
OXTR	HsaALTD0004521-2/2	chr3:8810917-	23	chr3:8810940+8810917-,8810277	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FTSJD1	HsaALTD0002662-1/3	chr16:71323255-	0	chr16:71323255+71323039+71322989-,71322840	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
FTSJD1	HsaALTD0002662-2/3	chr16:71323039-	216	chr16:71323255+71323039+71322989-,71322840	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	44.44	Fail
FTSJD1	HsaALTD0002662-3/3	chr16:71322989-	266	chr16:71323255+71323039+71322989-,71322840	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	55.56	Fail
PITPNB	HsaALTD0004788-1/2	chr22:28288117-28288318	0	chr22:28288117+28288113-28288318,28269803	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PITPNB	HsaALTD0004788-2/2	chr22:28288113-28288318	4	chr22:28288117+28288113-28288318,28269803	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TCEAL8	HsaALTD0006422-1/2	chrX:102509533-102509605	0	chrX:102509533+102509313-102509605,102508945	Alt5	84.16	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TCEAL8	HsaALTD0006422-2/2	chrX:102509313-102509605	220	chrX:102509533+102509313-102509605,102508945	Alt5	15.84	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FKRP	HsaALTD0002579-1/2	chr19:47250836-47250889	0	chr19:47250836-47250889+47250938,47258669	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FKRP	HsaALTD0002579-2/2	chr19:47250836-47250938	49	chr19:47250836-47250889+47250938,47258669	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FKRP	HsaALTD0002580-1/2	chr19:47251772-47251922	0	chr19:47251772-47251922+47251974,47258669	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
FKRP	HsaALTD0002580-2/2	chr19:47251772-47251974	52	chr19:47251772-47251922+47251974,47258669	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
TRAPPC5	HsaALTD0006762-1/2	chr19:-7745912	0	chr19:-7745912+7745935,7747128	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TRAPPC5	HsaALTD0006762-2/2	chr19:-7745935	23	chr19:-7745912+7745935,7747128	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C17orf95	HsaALTD0000862-1/2	chr17:74729419-74729459	0	chr17:74729419-74729459+74729463,74729603	Alt5	72.73	Fail	86.67	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass
C17orf95	HsaALTD0000862-2/2	chr17:74729419-74729463	4	chr17:74729419-74729459+74729463,74729603	Alt5	27.27	Fail	13.33	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass
EHMT1	HsaALTD0002147-1/2	chr9:140705916-140706065	0	chr9:140705916-140706065+140706067,140707458	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
EHMT1	HsaALTD0002147-2/2	chr9:140705916-140706067	2	chr9:140705916-140706065+140706067,140707458	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
ZNF707	HsaALTD0007502-1/2	chr8:-144766712	0	chr8:-144766712+144766925,144772227	Alt5	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
ZNF707	HsaALTD0007502-2/2	chr8:-144766925	213	chr8:-144766712+144766925,144772227	Alt5	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
ZNF707	HsaALTD0007503-1/2	chr8:144774415-144774461	0	chr8:144774415-144774461+144774500,144775841	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
ZNF707	HsaALTD0007503-2/2	chr8:144774415-144774500	39	chr8:144774415-144774461+144774500,144775841	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
NPM1	HsaALTD0004371-1/2	chr5:170832306-170832392	0	chr5:170832306-170832392+170832407,170833401	Alt5	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.15	Pass	0.00	Pass
NPM1	HsaALTD0004371-2/2	chr5:170832306-170832407	15	chr5:170832306-170832392+170832407,170833401	Alt5	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	99.85	Pass	100.00	Pass
DHTKD1	HsaALTD0001918-1/3	chr10:12133993-12134039	0	chr10:12133993-12134039+12134077+12134125,12136072	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DHTKD1	HsaALTD0001918-2/3	chr10:12133993-12134077	38	chr10:12133993-12134039+12134077+12134125,12136072	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DHTKD1	HsaALTD0001918-3/3	chr10:12133993-12134125	86	chr10:12133993-12134039+12134077+12134125,12136072	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
POLR2A	HsaALTD0004933-1/2	chr17:7415477-7415507	0	chr17:7415477-7415507+7415663,7415796	Alt5	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
POLR2A	HsaALTD0004933-2/2	chr17:7415477-7415663	156	chr17:7415477-7415507+7415663,7415796	Alt5	100.00	Fail	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
CCDC108	HsaALTD0001186-1/2	chr2:219906210-	0	chr2:219906210+219906145-,219905286	Alt5	100.00	Fail	100.00	Fail	83.33	Fail	NA	Fail	NA	Fail	NA	Fail
CCDC108	HsaALTD0001186-2/2	chr2:219906145-	65	chr2:219906210+219906145-,219905286	Alt5	0.00	Fail	0.00	Fail	16.67	Fail	NA	Fail	NA	Fail	NA	Fail
DDX60L	HsaALTD0001866-1/2	chr4:169315616-169315768	0	chr4:169315616+169315612-169315768,169312791	Alt5	NA	Fail	50.00	Fail	NA	Fail	25.00	Fail	NA	Fail	NA	Fail
DDX60L	HsaALTD0001866-2/2	chr4:169315612-169315768	4	chr4:169315616+169315612-169315768,169312791	Alt5	NA	Fail	50.00	Fail	NA	Fail	75.00	Fail	NA	Fail	NA	Fail
DDX60L	HsaALTD0001867-1/2	chr4:169401542-169401590	0	chr4:169401542+169401528-169401590,169393960	Alt5	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DDX60L	HsaALTD0001867-2/2	chr4:169401528-169401590	14	chr4:169401542+169401528-169401590,169393960	Alt5	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
AATK	HsaALTD0000017-1/2	chr17:79100458-79100617	0	chr17:79100458+79100454-79100617,79100360	Alt5	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
